the_geom,PRI_NEIGH,SEC_NEIGH,Latitude,Longitude
"MULTIPOLYGON (((-87.60670812560372 41.816813771373916, -87.60670480953513 41.81657908583583, -87.60670022648416 41.8163387135525, -87.60669581538596 41.81609935772734, -87.60668982110386 41.815811802465646, -87.60668357216166 41.8155663152661, -87.60667660553902 41.81529991216345, -87.6066796364494 41.81499416811356, -87.6066823589318 41.81471953500857, -87.60667153481018 41.814281645324144, -87.60666414094077 41.813994602529604, -87.60665643548607 41.81366052091473, -87.60665089439038 41.81342058153232, -87.60664694986741 41.81317320016693, -87.60664346744456 41.812954776539605, -87.60663536449945 41.81265587393209, -87.60662867423541 41.81240396220565, -87.60662516618764 41.8122405459756, -87.60662310148156 41.812134384416815, -87.60661918378726 41.81193578400059, -87.60661336840799 41.81173632084688, -87.60660910203794 41.811578306019406, -87.60660495088327 41.811354023192386, -87.606598238989 41.81099140177078, -87.60659114670048 41.81069722560556, -87.60658567762151 41.81048011891593, -87.60658000377458 41.81025192405412, -87.60657645010201 41.81006844737666, -87.60657534794964 41.81001155104542, -87.60657181350413 41.80981800244545, -87.60656518017987 41.8095327576212, -87.60655739855572 41.80919814424605, -87.60655238528399 41.8090056290866, -87.60654825710203 41.808806203947526, -87.60654443694484 41.808624343836726, -87.60653828883383 41.80833165570629, -87.6065341011534 41.808137499450396, -87.60653021280278 41.80795580354339, -87.6065263591911 41.80771528567667, -87.60652315852589 41.80751552222915, -87.60651973924614 41.807386437310115, -87.6065140670783 41.80712242953583, -87.6065095382511 41.80691627832022, -87.6065024388025 41.80662278769413, -87.60649637320913 41.806370879927535, -87.60649364854622 41.80614144119497, -87.60648745840503 41.80589351538745, -87.60647784312069 41.80550837382793, -87.60647580565964 41.80535569682775, -87.60647161141623 41.805125151045225, -87.60645806763634 41.80453866825781, -87.60645400527414 41.80434643338574, -87.60644862866428 41.804081456964894, -87.60642931863634 41.803164399498684, -87.6064246860505 41.802942604826, -87.60641591599196 41.80251145071613, -87.60640720551974 41.802251163118015, -87.60676961320164 41.80223972709815, -87.60738430279127 41.80223055825083, -87.60765600991321 41.80222650433963, -87.60788582781375 41.802222908370645, -87.60912167186511 41.80220356352347, -87.60976864658288 41.8021934526125, -87.61004036329733 41.80218851989143, -87.61024003332636 41.802184894862464, -87.61070817886699 41.80217757715644, -87.61110853154797 41.80217158767533, -87.61128640348198 41.802169054036874, -87.61158573011966 41.802164789837136, -87.61223218645961 41.802155018273034, -87.61250323297327 41.80215098305088, -87.61284548006417 41.802145886352044, -87.61379192231995 41.80213184023216, -87.61407132605328 41.8021278399355, -87.6141925555012 41.802126104110414, -87.61433056850623 41.802124127704076, -87.61464269231554 41.802119657639885, -87.61496762550036 41.80211480661692, -87.61539069001685 41.80210789235424, -87.61549720978175 41.8021068335363, -87.61571009627147 41.80210531564503, -87.61585820654912 41.80210425889164, -87.61607575029291 41.802102763647866, -87.6161107439858 41.802102523296945, -87.61627190863278 41.80210141661369, -87.61634772581864 41.80210089340798, -87.61654885971156 41.80209782994795, -87.61663458270729 41.80209652422256, -87.61685103299662 41.80209322675308, -87.61691645148345 41.80209222996432, -87.6173462223889 41.8020857347965, -87.6174653677229 41.80208393395304, -87.6177465406197 41.802079477171475, -87.61796538987332 41.802076007855874, -87.61847205223889 41.80206797435985, -87.61848686927542 41.80206772627555, -87.61855086844588 41.80206665413523, -87.61863129320527 41.802065306816665, -87.61905740439148 41.80205816858063, -87.61940709713681 41.802052985011706, -87.61985043900457 41.802046411683754, -87.62022464072594 41.802040318008956, -87.62030765444837 41.80203896610382, -87.62043116533312 41.802036954370514, -87.62102683413576 41.802026834844845, -87.62145825731652 41.80201950356716, -87.62183981706104 41.8020131148767, -87.62191287022749 41.80201189166849, -87.62244828825932 41.80200357057324, -87.62264934339152 41.80200087904342, -87.62288850525395 41.80199767694787, -87.62329390353122 41.801989563099376, -87.62345336631321 41.801986702258105, -87.62395945246224 41.80197762094445, -87.62427297976497 41.80197290889303, -87.62456129894048 41.80196857668552, -87.62461727727626 41.801967630602554, -87.62508751141742 41.80196021228354, -87.62514990853188 41.80195922483369, -87.62559601579937 41.801951244048034, -87.62588976266044 41.801945797855375, -87.62611153132815 41.80194168526697, -87.62658307537615 41.80193852279686, -87.62672373321602 41.80193556723883, -87.62687152767947 41.8019324616523, -87.62721247458917 41.801925296549676, -87.62776020290592 41.80191472116574, -87.6279841828431 41.801911552970516, -87.62801220780071 41.80191115643228, -87.62804023238833 41.80191076015937, -87.62826072716214 41.801907640554745, -87.62852804120327 41.80190037688204, -87.62870375116418 41.80189560209127, -87.62879823732874 41.801893034488025, -87.6288080799678 41.80224938221934, -87.62882184782877 41.80266659714665, -87.62883009615192 41.80275069129007, -87.62884605027638 41.802884572752895, -87.62889649652843 41.803134268495704, -87.62891067454562 41.80322114326867, -87.62891496210848 41.803290119574726, -87.6289210116558 41.803365624347414, -87.62892825380081 41.80362534616187, -87.62893259385058 41.80381507105717, -87.62893973403925 41.80416775466859, -87.628955998237 41.804650161366425, -87.62896479201908 41.80501932073553, -87.6289676331017 41.80513665577946, -87.6289777079112 41.805639949836994, -87.62898823112907 41.80597687420674, -87.62899716024265 41.806249984873354, -87.62901097876838 41.80670459058631, -87.62902059560894 41.80708233073485, -87.62902477886473 41.80724461150604, -87.62901710529009 41.807400988259886, -87.6289900189115 41.807613503659795, -87.62896630722388 41.8077690962646, -87.6289662321867 41.80785965722032, -87.62898121943003 41.8083331366059, -87.62898263585996 41.80837122213107, -87.62897917871581 41.80847754165596, -87.62899232114667 41.808826488406154, -87.6290091641945 41.80896311943626, -87.62901287389712 41.80908491944936, -87.62901591397106 41.80918360113752, -87.62901591767215 41.809183732062195, -87.62901812378023 41.80927533553744, -87.62903528068507 41.809927549632185, -87.62904151910104 41.81015330457967, -87.6290408315073 41.81021607567505, -87.62903785599609 41.81027848970746, -87.62903212436349 41.810341229874986, -87.62902410480223 41.81040361270449, -87.62901692364281 41.810473204946085, -87.6290106590693 41.810542802532, -87.62900622465813 41.81061275437291, -87.62900270683772 41.81068271183295, -87.62900440555654 41.81073692169281, -87.62900431955383 41.81078666116114, -87.62900331960404 41.81083605199067, -87.62900048607669 41.81088543157702, -87.62899627708669 41.81093480272905, -87.62899069299766 41.81098416544883, -87.62898327834398 41.81103317390891, -87.62897714519436 41.81109076608685, -87.62897330071245 41.81114871533209, -87.62897175242004 41.81120633562211, -87.62897295129595 41.81126431579121, -87.62899375689994 41.81204381752322, -87.62899603685246 41.81212851406658, -87.62899603853917 41.812128561004016, -87.62899826271489 41.812218449646714, -87.62901720123666 41.81291732618426, -87.62901979050535 41.81301042373783, -87.62902279365615 41.81311837913436, -87.62902608974092 41.813236060112615, -87.6290452613247 41.81391367037743, -87.62906217059817 41.81450482206423, -87.62906356085722 41.81454530862739, -87.62906576334841 41.814637255578496, -87.62906576360398 41.81463726573388, -87.62906843976107 41.81472783274805, -87.62909359948273 41.8156541793209, -87.62911569210624 41.816358220830445, -87.62911881421769 41.81645024940638, -87.62911882307901 41.81645051208761, -87.62912189831886 41.81654521247318, -87.62912361188937 41.8165980502316, -87.6291255852767 41.81671092055065, -87.62913750757296 41.81717134538918, -87.6291472507021 41.817579615929766, -87.6291585011435 41.81801773936735, -87.62917071277181 41.818451751980966, -87.62918253847663 41.81887924482425, -87.629187853509 41.819063829682115, -87.62919071245913 41.81916080863861, -87.62919218044408 41.819254926121864, -87.62919496568276 41.81946110659789, -87.62925513787667 41.819787014645335, -87.62925897953271 41.81989680904713, -87.62925942695001 41.81993969102893, -87.62926152459428 41.820041241923974, -87.62926610640655 41.82016716345092, -87.62927104186167 41.82038639263506, -87.62927309480946 41.82049205938032, -87.62927511769588 41.82060047075923, -87.62927751589456 41.82075828076447, -87.62929101128259 41.82115902702329, -87.62930179639928 41.821555983269334, -87.6293100440901 41.82184967103645, -87.62931153658049 41.821922745834435, -87.62931444228269 41.82207609974896, -87.62932396092653 41.82237940022439, -87.62933289707853 41.82269401695262, -87.62933936685741 41.82302439837318, -87.62935088391205 41.823145216832216, -87.629356635493 41.82320631181083, -87.62936279268524 41.82327221202089, -87.62935040025334 41.823356865397884, -87.62935303589468 41.8235349163197, -87.62935396448754 41.82357574302126, -87.62935652492091 41.823676460508864, -87.6291297425374 41.82367962367404, -87.62896819970506 41.82368149243281, -87.62876532190091 41.82368383904767, -87.6286179305429 41.82368504218739, -87.62830656308215 41.823687582934824, -87.62806959945627 41.823690217183824, -87.6277344869874 41.82369677610998, -87.6275934143608 41.82369902444583, -87.627224939577 41.82370489637566, -87.62698708870555 41.82370809923335, -87.62661202559408 41.823711006309516, -87.62642224680934 41.82371376417948, -87.62608002879398 41.8237187363846, -87.62591974776295 41.8237210153253, -87.62574361150479 41.82372311459192, -87.62559794621336 41.82372485056514, -87.62531936393765 41.82372867716026, -87.62497215616358 41.82373411064784, -87.62482271021824 41.823735732859326, -87.62446432459515 41.82373962219041, -87.62432122057021 41.82374128261319, -87.62426776089141 41.82374167463069, -87.62314672393556 41.823755822672716, -87.62240779066713 41.82376514223724, -87.62234636528846 41.82376591682915, -87.62222982585945 41.82376738616025, -87.62160197732236 41.823775267423855, -87.62095332331079 41.823783406457096, -87.62039535937376 41.82379026692264, -87.61998816930563 41.823795271862544, -87.61917760591544 41.823805230613736, -87.61886174703943 41.823809109721985, -87.6185513181061 41.82381291801811, -87.61821435997896 41.82381705071321, -87.61794972729027 41.82382029561154, -87.61770996886861 41.823823235209524, -87.61725854541707 41.82383011791209, -87.6169968247497 41.823834107646256, -87.61673229763211 41.82383813937483, -87.61610922731991 41.823847592335895, -87.61547482917396 41.82385537231098, -87.61514774091994 41.82385938205802, -87.61436403577905 41.82386898820399, -87.61307586545516 41.82388477628119, -87.6126242723945 41.82389080517135, -87.61213605331174 41.82389732077577, -87.60984136661733 41.82392073796532, -87.60958706836169 41.8239233302702, -87.60833773776247 41.823936856818634, -87.60732734037146 41.823948916418225, -87.60702859187904 41.82395794994388, -87.60691604357245 41.823960064818166, -87.60687961339802 41.82396315498523, -87.60687305832275 41.82396480097776, -87.60643720434108 41.82330608474624, -87.60685918571652 41.82316570805976, -87.60685533006003 41.822728573039406, -87.6068526488037 41.82242460254308, -87.60684690560025 41.82212653863883, -87.60684469473264 41.82201181422022, -87.6068329651238 41.82150286969486, -87.60682337846411 41.82108691561883, -87.60682020393564 41.82095602353345, -87.60680883367007 41.820487201035306, -87.60680628352334 41.820382051664296, -87.60680354977386 41.82026932337828, -87.60679873015552 41.82007061161064, -87.60677170452449 41.81957187461968, -87.60677170420108 41.81957187077567, -87.60676659017096 41.819477492620884, -87.60676036316822 41.81934471563506, -87.6067528264812 41.81907881651855, -87.60675342900633 41.81903960031779, -87.60675297509786 41.81882502734551, -87.60674996732051 41.8186183880878, -87.60674735823706 41.81843914739708, -87.60674518638625 41.81830998828799, -87.60674253234453 41.81815212105517, -87.60673501624129 41.81794403035113, -87.60672984729013 41.817800911376665, -87.60672784818331 41.817732933571186, -87.60672652161489 41.817687826656055, -87.60672120877406 41.817507137421366, -87.60671660883158 41.817290969540544, -87.60671188120513 41.81707957587562, -87.60670812560372 41.816813771373916)))",Grand Boulevard,BRONZEVILLE,41.82192275,-87.60670813
"MULTIPOLYGON (((-87.62760697485348 41.8743709778537, -87.62759525663328 41.87386171244117, -87.62756611032268 41.87309193343395, -87.6275551301491 41.87280194101277, -87.62754038267394 41.8723026159864, -87.6275257358244 41.87180670894443, -87.62751740010026 41.87152447340548, -87.62749380061312 41.870533289913496, -87.62748640976554 41.87022285721285, -87.62747968351995 41.8698699731487, -87.62746758964475 41.86923545315862, -87.62746178584436 41.86893095552231, -87.62741867651467 41.86741358880028, -87.62776525665168 41.86740884836574, -87.62791651412788 41.86740677917382, -87.62835789379616 41.867400574187975, -87.62847483044938 41.86739872168006, -87.6285016555064 41.86739829657602, -87.62886489441746 41.867392540895025, -87.6294510227246 41.86738627247538, -87.62994146063357 41.86738130883445, -87.63043520045348 41.867373985964946, -87.63045643033234 41.86832408508193, -87.63046103823288 41.86849676575636, -87.63047842774165 41.86914840420451, -87.63049175239173 41.86964771496229, -87.63049478033787 41.86968430855481, -87.63051202720345 41.8698927483438, -87.63055740862784 41.870441204350946, -87.63056128061226 41.87050901480099, -87.63056510977249 41.870576076357324, -87.63057023511439 41.87077857857081, -87.63057420023388 41.8709260784126, -87.63057428682792 41.870929267757866, -87.63058149972416 41.87119486693879, -87.63058916097859 41.87146415217918, -87.63060278276006 41.8719334194333, -87.63061066642632 41.87223168661656, -87.6306169562931 41.87246964964144, -87.630621108501 41.87264366027951, -87.63062301810568 41.87272407838625, -87.63062680325942 41.8728578561184, -87.63063080101777 41.87297892928771, -87.63063388056597 41.87307321326662, -87.63063923702379 41.87323449767777, -87.63064223866382 41.87336945062947, -87.63064686470452 41.87359738857438, -87.63065906168319 41.87401239319246, -87.63066229700475 41.87411274261591, -87.63067547794128 41.87452163354843, -87.63028379674365 41.87452623421518, -87.62966890774102 41.874534235064694, -87.6294635167731 41.87453690670954, -87.62923044428344 41.874539213980704, -87.62920969690175 41.874539419377946, -87.62891739196219 41.874542312338946, -87.62870043471254 41.874544998116875, -87.6286855987505 41.87454518151181, -87.62827705848584 41.87455023802575, -87.62796784305239 41.87455500774031, -87.62766945095747 41.87455282499508, -87.62766825002093 41.8745528159692, -87.62761115198867 41.87455239842161, -87.62760697485348 41.8743709778537)))",Printers Row,PRINTERS ROW,41.87437098,-87.62760697
"MULTIPOLYGON (((-87.66706868914602 41.888851877695465, -87.66706780599993 41.888838789950725, -87.66706735797376 41.88880545854238, -87.66706535982804 41.88865672444364, -87.66706513733008 41.88864014272154, -87.66706440978113 41.88858599818774, -87.66706457524747 41.888464045064126, -87.66706423134579 41.88844426724249, -87.66706144939195 41.888284196790785, -87.66706076163796 41.888244565954274, -87.66705739978828 41.88805088532754, -87.6670562116032 41.88798243704961, -87.66705152132897 41.88782615765978, -87.66703818515937 41.88738131279123, -87.66702489494347 41.88693799697114, -87.66701196209338 41.88650660170802, -87.66700136331299 41.88615305380551, -87.66699322153653 41.88588149121174, -87.66698950307028 41.88575745758765, -87.6669788949654 41.885403553380925, -87.66696619296206 41.885353752075765, -87.66695976168653 41.88532853715254, -87.66695213103405 41.885298620144056, -87.6669070876088 41.88512201645528, -87.6668904468668 41.88427193394169, -87.66687140155761 41.883298975359466, -87.66686970371141 41.88321223916968, -87.66683770457182 41.882378905370885, -87.66680936596839 41.88164166594845, -87.66680899633099 41.88163126311624, -87.66680275076872 41.88145546842904, -87.66679327499388 41.8811887447458, -87.66679199373125 41.88091593659647, -87.666791948476 41.88091301234086, -87.66679081813496 41.880839452607276, -87.66678986142912 41.880777169983055, -87.66675834573687 41.880168780840755, -87.66674916269251 41.8799915063737, -87.66675412123362 41.87892518060002, -87.66675257838992 41.87889534580889, -87.66668783301012 41.877643339902804, -87.66668749666373 41.877624472902646, -87.66667867987223 41.87712981902961, -87.66666479808576 41.8763510106496, -87.66666476158584 41.87634989435245, -87.66665779393249 41.87613744506307, -87.66665465625822 41.87604177775998, -87.66664694305231 41.875806597372325, -87.6666442621675 41.875724851263406, -87.66663654838824 41.87548966125413, -87.66681531695693 41.87548635670298, -87.66688196753262 41.87548512440255, -87.66744457851053 41.87547672491307, -87.66823904579194 41.87546310691621, -87.66886177372787 41.875453786272836, -87.66896984329632 41.87545027071213, -87.66911205102421 41.875445644319285, -87.6692988129635 41.87543956818148, -87.66943878118339 41.87543501432971, -87.66944046454687 41.87543495957128, -87.66955662414061 41.87543467712048, -87.66963819979358 41.87543447871985, -87.66964795105231 41.875432207677385, -87.6696790722525 41.87543235679028, -87.66972262012727 41.875432565078874, -87.669980968956 41.87543380188155, -87.67031483315701 41.87544588358093, -87.67067564678784 41.87545103965628, -87.67112116456039 41.875453115534654, -87.67151563977878 41.8754520415281, -87.67156461170995 41.8754514296592, -87.6730549166175 41.87543279989851, -87.67322906572677 41.875430621814516, -87.6734068753738 41.87542839754162, -87.673697481785 41.87542476165177, -87.67398779344701 41.875418469646426, -87.67470398587834 41.87540294502646, -87.67501026702374 41.87539792287082, -87.67546631064131 41.87539043736048, -87.67584303117931 41.87538408759314, -87.67621056702241 41.87537823288537, -87.6763231530976 41.87537665859243, -87.67649923808278 41.87537419600779, -87.67665324160221 41.87537204240339, -87.67686931254208 41.8753690200143, -87.67712596817326 41.87536947145519, -87.6774069458412 41.87536849701976, -87.67771268023148 41.87536667530309, -87.67817361977194 41.87536148471613, -87.67892430010835 41.875351422249175, -87.68029980948182 41.87533297126323, -87.68051746312837 41.875331637623994, -87.68054774041619 41.875331761705304, -87.6812642593894 41.87533469562798, -87.68138000536345 41.87533516890423, -87.68149432378917 41.87533563697979, -87.68150374638236 41.87533567591697, -87.68217808431527 41.87533843085271, -87.68253053146304 41.87533587322997, -87.68299317551723 41.875332758584264, -87.6835318583685 41.875330127227194, -87.68368006409911 41.875327687155064, -87.68380815187987 41.87532557795318, -87.68393669760357 41.87532346131863, -87.68428360455586 41.87531774814837, -87.6847028903005 41.87532129706639, -87.68525017398733 41.87531774573845, -87.68581921628508 41.875312064201324, -87.68600280875427 41.87531067108868, -87.68625124240806 41.875308785471724, -87.6864774782161 41.87530706792367, -87.68669486499269 41.87530541728381, -87.68699659215554 41.8753003923987, -87.687037924541 41.875299934557965, -87.68743028216268 41.87529558758101, -87.68784470308019 41.87528998676009, -87.68800853787405 41.875286502980046, -87.68869320572341 41.8752828136231, -87.68950411045172 41.87527843882205, -87.69016546498655 41.87527486629835, -87.69022416408622 41.875273842932, -87.69108386872719 41.87525884901812, -87.69120180028425 41.87525754579469, -87.69132466748897 41.87525618771469, -87.69133029266035 41.87539265608746, -87.69134379247691 41.87572014514808, -87.69135677454805 41.876035062635566, -87.6913866736814 41.876760344202154, -87.69141681534458 41.877491498894194, -87.691454120472 41.87839640357659, -87.69143260061654 41.87839671002477, -87.69143631328008 41.87852965581563, -87.69145406571594 41.87914069365915, -87.69145528792323 41.87920210247283, -87.6914562131674 41.87924324637938, -87.6914575125323 41.87930101839805, -87.69145968149387 41.879405201867236, -87.691467229696 41.8797517046926, -87.69147700495841 41.880105081384386, -87.6914796712797 41.88020569406056, -87.69148275842825 41.88030990295238, -87.69150160304422 41.88099538384019, -87.69150455508145 41.88111346659705, -87.6915301100741 41.88111308663929, -87.69163261029965 41.88111155953578, -87.69172873398094 41.881110127616154, -87.69216226986921 41.881105978660415, -87.69218885464463 41.88133333475987, -87.69219334048543 41.88153196090004, -87.6921986120352 41.88176505914992, -87.69220681824689 41.88202984099953, -87.69221516043 41.88229898969063, -87.69222080855656 41.882571497378734, -87.692224210894 41.882716083231536, -87.69223115529333 41.88294121187783, -87.69223702422642 41.883131468873756, -87.69224233692324 41.883315582509134, -87.69224551561106 41.88346491463858, -87.69224862795609 41.883602810575326, -87.6922504889749 41.883685291293666, -87.69225531401754 41.883899054030564, -87.69225907144063 41.88403373510738, -87.69226268130272 41.88416495760865, -87.69227959522789 41.88440445006698, -87.6919745337224 41.884416340636214, -87.69172483088327 41.884425066308566, -87.69161689024087 41.884428837789834, -87.69159209657832 41.88442970418312, -87.69159549128133 41.884548677379414, -87.69159674344846 41.88460699957566, -87.69161307587171 41.8851308982408, -87.69161162540861 41.885184060419334, -87.69160974186923 41.88532640729452, -87.69161140481697 41.88543550002273, -87.6915989792628 41.8854962326116, -87.69158196258458 41.88557940886451, -87.69158108379916 41.885667219217844, -87.69162876625253 41.88571894052443, -87.6915965539251 41.88581858239943, -87.69161087531728 41.885947200075655, -87.69161719299697 41.886003933929814, -87.69168606945266 41.88609385002515, -87.6916232630044 41.88617719879655, -87.69161614969902 41.88624576459571, -87.69160307963986 41.88631326883842, -87.69156032542351 41.886457102713415, -87.69149553015974 41.88658565555152, -87.69143807997155 41.88669997110636, -87.69137729611916 41.88681042989532, -87.69132880865057 41.88688494002061, -87.69127482872835 41.88695770344059, -87.69121582333163 41.88702803806999, -87.69115179319618 41.88709594280751, -87.69106647202281 41.88718122353371, -87.69098446623786 41.88725623127834, -87.69089789847685 41.88732846947332, -87.69080677304497 41.88739725152283, -87.69071200370665 41.8874632694136, -87.69061866863721 41.887523463735555, -87.6905244745086 41.88757782138099, -87.69042709826826 41.88762907331132, -87.69032654605137 41.887676535138695, -87.69022281898988 41.88772020494021, -87.69011637699576 41.88775974335071, -87.68989027937002 41.887829141261875, -87.68969092926106 41.887886339002286, -87.68948886206307 41.887939748376816, -87.68939078857156 41.88797972957359, -87.68929046328184 41.888020628630166, -87.68903610447323 41.88804286186341, -87.6889592847057 41.888058210234654, -87.68867151040175 41.88817459398872, -87.68846692624273 41.88817310614269, -87.68836753479837 41.88819621733642, -87.68820785363216 41.88823442530953, -87.68805277578124 41.888271287902995, -87.68798603487713 41.88828874988861, -87.68785029225307 41.888320232378724, -87.68771275822402 41.888347244693485, -87.6875743474488 41.8883701352747, -87.68745896520157 41.88838560854266, -87.68738500641173 41.88839033855835, -87.68723522299697 41.88840287384994, -87.6867669207391 41.888407784516424, -87.68662375196509 41.88841087544321, -87.68662316092531 41.88851051144434, -87.68662275101444 41.88857951750389, -87.68662254544674 41.88861413578809, -87.68662242195055 41.888634936724756, -87.68628039052538 41.888597772599695, -87.68599308499942 41.88857227849708, -87.68586299392388 41.888573109312944, -87.68568189961071 41.8885766984563, -87.68555858651195 41.88857899525689, -87.68541048177656 41.888581753862866, -87.68530759655597 41.88858336844607, -87.68511541829909 41.888586235530425, -87.68481297138374 41.88859086711471, -87.68450067174719 41.88859653993142, -87.6841836410956 41.888601808370794, -87.68408662866064 41.888603420479996, -87.6839049688537 41.888604808229694, -87.68366264765406 41.888608871192616, -87.68337999491804 41.888613583814816, -87.68302703650782 41.88861948874231, -87.68294305389585 41.88862089046492, -87.68267349156622 41.88862538953591, -87.68248160292255 41.888628610604194, -87.68205775177061 41.888635675229295, -87.68173967938513 41.88864103364701, -87.67928985244902 41.8886878022145, -87.67874584251908 41.88869108374686, -87.67783227629253 41.888705748362284, -87.67684594636304 41.888720433781444, -87.67645602120704 41.8887270133234, -87.6762725309072 41.88873011727836, -87.67616873849464 41.888731873531306, -87.6757336449548 41.888739262110285, -87.67538703560858 41.8887454762864, -87.67529050264889 41.88874720665248, -87.67489700385174 41.88875252523873, -87.67465873039434 41.88875571424958, -87.67440143440548 41.88875993741629, -87.67424865361568 41.888762444858294, -87.67402742244526 41.88876548338721, -87.67383895529656 41.88876807847917, -87.6736090926149 41.88877120384396, -87.67336262684744 41.888774617524966, -87.67317122148 41.888777222077195, -87.67298260738538 41.88877981491874, -87.67278550868988 41.88878249585885, -87.67257282784202 41.88878618230446, -87.67248239256016 41.88878774973053, -87.67235154679288 41.888790481863715, -87.67211292451134 41.88879541989811, -87.67196076779244 41.88879978875921, -87.67180881751624 41.88880415147282, -87.67165293320483 41.88880605251038, -87.67145587424208 41.888808429530336, -87.67134142166066 41.88880981673874, -87.6711275403557 41.8888124093371, -87.67073731888841 41.888827512218896, -87.6704959841395 41.88882122458347, -87.6701666043028 41.8888268970347, -87.66992931177944 41.88883106982238, -87.66967563619497 41.8888355590768, -87.66952238765816 41.88883691948965, -87.66932593148148 41.88883916324267, -87.66899138112947 41.88884501812275, -87.66877232421783 41.88884633407416, -87.66844492921982 41.88884828090446, -87.66810930696413 41.88885028891239, -87.66801425006115 41.888851239328105, -87.66776522286547 41.888853728786806, -87.6674125118066 41.88885681573733, -87.66726460291522 41.88885812588955, -87.66706868914602 41.888851877695465)))",United Center,UNITED CENTER,41.88885188,-87.66706869
